Elevation_Category,Seasonal_Year,month,SWEI,ENSO,Year,Month
1500_2000m,1992,1,0.7564855352395828,0.14,1993,1
1500_2000m,1992,2,0.5762823277038375,0.41,1993,2
1500_2000m,1992,3,0.26538044981832853,0.39,1993,3
1500_2000m,1992,4,0.07800761839632873,0.59,1993,4
1500_2000m,1992,5,-0.6684105506455085,0.78,1993,5
1500_2000m,1992,10,0.6957621101294725,-0.3,1992,10
1500_2000m,1992,11,1.0233611741800848,-0.28,1992,11
1500_2000m,1992,12,0.3705961999331493,-0.15,1992,12
1500_2000m,1993,1,-0.31356551827364104,0.1,1994,1
1500_2000m,1993,2,0.21471409581377318,0.06,1994,2
1500_2000m,1993,3,-1.1550627527772277,0.11,1994,3
1500_2000m,1993,4,-0.36562846855651715,0.26,1994,4
1500_2000m,1993,5,-0.5522533482305663,0.31,1994,5
1500_2000m,1993,10,-0.35254577986473795,0.06,1993,10
1500_2000m,1993,11,-0.037844981783424866,0.0,1993,11
1500_2000m,1993,12,-0.8482827876711748,0.16,1993,12
1500_2000m,1994,1,-0.5845440409830625,1.02,1995,1
1500_2000m,1994,2,-1.0050244502455221,0.73,1995,2
1500_2000m,1994,3,-1.2237697802440737,0.46,1995,3
1500_2000m,1994,4,0.12789684398848122,0.28,1995,4
1500_2000m,1994,5,0.9414102590932686,-0.11,1995,5
1500_2000m,1994,10,0.3772148194535569,0.75,1994,10
1500_2000m,1994,11,-0.11663252185279586,1.11,1994,11
1500_2000m,1994,12,-0.7879012745739736,1.25,1994,12
1500_2000m,1995,1,0.7310162645603315,-0.86,1996,1
1500_2000m,1995,2,0.38937442028319896,-0.86,1996,2
1500_2000m,1995,3,0.03899264828089847,-0.61,1996,3
1500_2000m,1995,4,0.5029540709628035,-0.47,1996,4
1500_2000m,1995,5,1.6409166501144743,-0.38,1996,5
1500_2000m,1995,10,-0.10129465042521608,-0.88,1995,10
1500_2000m,1995,11,0.4656086202121688,-1.1,1995,11
1500_2000m,1995,12,0.9516738835449434,-0.95,1995,12
1500_2000m,1996,1,1.6521291948195445,-0.53,1997,1
1500_2000m,1996,2,1.1296471314038639,-0.37,1997,2
1500_2000m,1996,3,1.0049456625790762,-0.25,1997,3
1500_2000m,1996,4,-0.8676161808851356,0.16,1997,4
1500_2000m,1996,5,0.19711443204072823,0.64,1997,5
1500_2000m,1996,10,-0.5556146360360874,-0.44,1996,10
1500_2000m,1996,11,0.8568274821913011,-0.41,1996,11
1500_2000m,1996,12,1.6157408606138437,-0.64,1996,12
1500_2000m,1997,1,-0.08898069249156673,2.38,1998,1
1500_2000m,1997,2,-0.7174657202009175,2.03,1998,2
1500_2000m,1997,3,0.6705312793295857,1.34,1998,3
1500_2000m,1997,4,0.6340878930906995,0.78,1998,4
1500_2000m,1997,5,-1.6598391365138767,0.57,1998,5
1500_2000m,1997,10,-0.9391020772122456,2.36,1997,10
1500_2000m,1997,11,-2.077674439740286,2.41,1997,11
1500_2000m,1997,12,-1.9622214693501254,2.29,1997,12
1500_2000m,1998,1,-0.5318218929022754,-1.69,1999,1
1500_2000m,1998,2,-1.9418540212771802,-1.32,1999,2
1500_2000m,1998,3,-1.2172480958955478,-0.95,1999,3
1500_2000m,1998,4,-0.30540225760348433,-1.11,1999,4
1500_2000m,1998,5,0.4237640319387387,-1.15,1999,5
1500_2000m,1998,10,-1.232375206116166,-1.46,1998,10
1500_2000m,1998,11,-1.296166911183161,-1.46,1998,11
1500_2000m,1998,12,-1.284596000123918,-1.69,1998,12
1500_2000m,1999,1,-0.7752865022760819,-1.77,2000,1
1500_2000m,1999,2,0.2865186003333287,-1.55,2000,2
1500_2000m,1999,3,0.48915646866464807,-0.98,2000,3
1500_2000m,1999,4,0.017047600916730625,-0.87,2000,4
1500_2000m,1999,5,-0.6617788906337302,-0.86,2000,5
1500_2000m,1999,10,1.0943828940793776,-1.23,1999,10
1500_2000m,1999,11,-1.1999782622166384,-1.58,1999,11
1500_2000m,1999,12,-1.900667151125759,-1.74,1999,12
1500_2000m,2000,1,-1.040340437511168,-0.73,2001,1
1500_2000m,2000,2,-0.4096264218891257,-0.63,2001,2
1500_2000m,2000,3,-0.8396225496483744,-0.48,2001,3
1500_2000m,2000,4,0.7539350025869986,-0.49,2001,4
1500_2000m,2000,5,-1.5142404858699186,-0.34,2001,5
1500_2000m,2000,10,-1.124130630921249,-0.7,2000,10
1500_2000m,2000,11,-0.6218396504126142,-0.79,2000,11
1500_2000m,2000,12,-0.4195777875808063,-0.92,2000,12
1500_2000m,2001,1,-0.6897319830568033,-0.15,2002,1
1500_2000m,2001,2,-0.17454428962241564,-0.04,2002,2
1500_2000m,2001,3,0.9278760795042067,0.01,2002,3
1500_2000m,2001,4,0.761468177127223,0.02,2002,4
1500_2000m,2001,5,1.6549820302166514,0.31,2002,5
1500_2000m,2001,10,-0.5085584195229907,-0.14,2001,10
1500_2000m,2001,11,-0.36098370332337054,-0.37,2001,11
1500_2000m,2001,12,0.40129841174449304,-0.41,2001,12
1500_2000m,2002,1,-1.4480301030837617,0.6,2003,1
